NAME	Description	GSM3118997	GSM3118998	GSM3118999	GSM3119000	GSM3119001	GSM3119002	GSM3119003	GSM3119004	GSM3119005	GSM3119006	GSM3119007	GSM3119008	GSM3119009	GSM3119010	GSM3119011	GSM3119012	GSM3119013	GSM3119014	GSM3119015	GSM3119016
ENSMUSG00000037996	N/A	21702	17794	17187	16082	18949	14153	18768	17285	16255	20451	19673	21688	20165	16792	27431	17091	16524	17159	21517	18197
ENSMUSG00000037997	N/A	676.15	653.18	668.62	660.8	658.85	743.18	865.14	634.73	640.54	837.37	726.64	761	601.91	612.81	623.91	543.08	710.83	851.18	674.18	686.28
ENSMUSG00000037999	N/A	4072.8	3848.1	4296.3	4766.3	4129.4	4029.8	4496	4506.3	4398.8	4705.1	3854.8	3822.5	4442	4238.4	4108.3	3985.5	3852	3867.6	4325.3	4349
ENSMUSG00000038000	N/A	256.15	195.39	227.97	159.55	150.73	176.95	203.97	203.64	155.65	160.03	316.53	170.57	174.17	183.57	168.26	270.82	275.58	226.23	182.23	165.43
ENSMUSG00000038002	N/A	2008.9	1957.1	2086.4	2059	2091.2	2119.9	1903.1	2061	1980.3	2041.3	2290	2145.2	2206.2	2248.8	2239.5	2286.7	2226.9	2149.2	2176	2254
ENSMUSG00000038005	N/A	991.6	982.6	1146	1104.3	1065.5	936.1	1106.3	1073.2	1029.7	1191.9	916.56	1079.2	1218	1020.5	1182.3	1008	991.02	1061.4	1163.3	1108.9
ENSMUSG00000038007	N/A	186.46	293.89	223.38	234.92	249.32	227.18	287.8	221.7	223.89	203.76	262.86	337.86	446.69	368.5	503.29	186.82	311.66	357.25	334.21	400.65
ENSMUSG00000038010	N/A	117.38	131.61	116.28	131.91	119.45	107.31	146.06	132.2	120.92	133.05	129.36	119.18	139.81	160.63	148.9	115.86	117.45	133.85	115.97	152.51
ENSMUSG00000038011	N/A	39.126	25.029	47.43	23.869	35.075	37.672	38.892	38.593	89.796	24.191	48.168	96.218	145.74	59.392	41.693	52.136	52.967	54.672	34.573	49.112
ENSMUSG00000038013	N/A	3476.1	3509.8	3763.3	3335.4	4061.1	3406.5	3204.7	3820.7	3804.9	3735.6	4812.6	4233.6	4517.9	4956.5	4546	4334.5	4354.8	4417.1	4507.5	4125.4
ENSMUSG00000038014	N/A	6192.9	5786.6	5975.2	6351.7	6647.2	6331.3	6072.4	5897.3	6407.8	6449.6	7069.6	6461.9	6808.2	7344.3	7369.2	7199.1	7011.6	6277.8	6755.5	7041.2
ENSMUSG00000038020	N/A	7691.3	7915.7	7539.9	7796.4	7927.9	8170.4	6848.5	7473	8464.7	7110.2	7618.7	6496.9	6756.1	7739.8	6635.2	7078.9	6954	6549.3	6484.7	6551.3
ENSMUSG00000038022	N/A	169.34	125.15	147.39	120.6	103.33	165.53	122.73	146.98	125.71	117.23	165.15	110.43	146.92	124.18	135.5	137.58	142.78	125.37	128.21	147.34
ENSMUSG00000038023	N/A	2724.2	2699.9	2622.4	2717.3	2607.9	2723.8	2784.7	2693.3	2510.7	2521.4	3085.5	2978.4	2951.5	2948	3060	3048.5	3162.7	3053.1	3064.8	3048.8
ENSMUSG00000038024	N/A	586.28	547.41	483.99	601.76	515.7	407.55	640.43	456.54	451.37	539.64	418.37	666.97	552.15	418.44	753.45	466.33	426.04	501.47	572.62	607.44
ENSMUSG00000038025	N/A	1856.7	1819.1	2001.3	1952.3	2098.8	1937.3	1768.3	1978.1	2098.8	1877.6	2023	2105.9	2088.9	2246.1	2162.1	2078.2	2284.5	2097.3	2236.5	2162.2
ENSMUSG00000038026	N/A	8725.7	8594.7	8965.4	8963.5	9079.7	8904.4	7966.9	8575	9286.1	8507.7	7741.2	8213.5	7879.3	8758.9	8112.3	7558.3	7718.6	7096	7374.2	7510.3
ENSMUSG00000038028	N/A	1559.5	1680.2	1598.4	1517.6	1586	1650.7	1509	1552.7	1720.5	1705.4	1486.3	1622.6	1587.7	1667	1483.1	1477.2	1612.8	1631.7	1529.2	1495.3
ENSMUSG00000038034	N/A	7165	6453.5	6261.3	6319.1	6410.2	6932.9	5177.9	5826.7	6841.2	6006.7	5630.1	5258.1	4984.7	6236.1	5165.5	6320.1	6008.3	4782.8	5106.1	4891.8
ENSMUSG00000038037	N/A	14.672	14.533	20.4	15.075	15.168	18.265	24.2	16.422	4.7891	15.817	13.762	14.214	20.143	18.897	7.4452	31.861	21.494	16.024	20.168	11.632
ENSMUSG00000038039	N/A	3308.6	3048.7	3086	3060.3	2638.2	3365.4	2680.1	3083.3	3044.7	2506.5	4035.1	2917.2	3270.2	3485.2	2446.5	3439.5	3654	2912.7	3145.5	3023
ENSMUSG00000038042	N/A	1096.1	979.37	993.49	1065.3	1093	1114.2	1079.5	1019.8	1143.4	944.37	1354.2	1279.3	1242.9	1187.8	1244.8	1313.5	1252	1257.5	1364.9	1304.1
ENSMUSG00000038044	N/A	1.834	0	3.57	0	4.7399	1.1416	5.1857	4.1056	1.1973	2.7912	8.2573	6.5603	11.849	5.3992	22.336	8.6893	3.8382	3.7705	6.4825	9.047
ENSMUSG00000038045	N/A	0.61134	0.8074	2.04	1.2563	1.896	1.1416	0	0	0	1.8608	0	2.1868	0	0	1.489	0	0	0.94262	0	0
ENSMUSG00000038046	N/A	327.68	340.72	315.18	324.12	334.64	349.33	330.15	336.66	318.48	357.28	342.68	341.14	295.03	345.55	326.1	373.64	355.42	328.97	323.41	277.87
ENSMUSG00000038047	N/A	408.38	394.82	404.43	390.7	344.12	316.22	404.48	342.41	328.05	421.48	313.78	343.32	370.86	313.16	473.51	331.64	285.56	320.49	332.77	355.42
ENSMUSG00000038048	N/A	157.73	130.8	56.61	56.532	71.098	74.203	141.74	61.584	45.497	147.94	130.74	253.67	98.343	51.293	235.27	198.41	89.814	196.06	165.66	115.03
ENSMUSG00000038055	N/A	1297.3	1261.2	1146.5	1090.4	1130.9	1285.4	1015.5	1122.5	1129	1108.1	1428.5	1231.2	1180.1	1299.9	1130.2	1386	1278.9	1144.3	1194.9	1217.5
ENSMUSG00000038056	N/A	3602.7	3296.6	2817.3	3322.8	3390.9	2842.6	3718.1	2745	2701.1	3745.8	3717.2	4041.2	3611.5	3104.6	4428.4	3684.3	3217.2	3636.6	3679.2	3708
ENSMUSG00000038057	N/A	7.9475	11.304	14.28	1.2563	10.428	15.982	13.828	17.244	10.775	7.4433	13.762	7.6537	11.849	16.198	10.423	8.6893	7.6764	12.254	10.084	15.509
ENSMUSG00000038058	N/A	165.06	161.48	183.6	185.93	151.68	183.8	165.08	140.41	168.82	147.94	151.38	161.82	161.14	163.33	171.24	147.72	151.99	138.56	169.99	152.51
ENSMUSG00000038059	N/A	156.5	155.02	154.53	160.8	147.88	183.8	151.25	162.58	126.91	147.01	589.02	424.24	526.08	560.17	482.45	527.15	621.02	634.38	538.77	527.31
ENSMUSG00000038060	N/A	136.33	203.46	123.93	64.07	110.91	127.86	146.93	123.99	165.22	128.4	172.03	96.218	146.92	110.68	136.99	169.44	168.88	153.65	136.13	143.46
ENSMUSG00000038064	N/A	9.7815	9.6888	12.24	3.7688	9.4798	6.8495	6.0499	10.675	8.3809	11.165	0	5.467	5.9243	2.6996	1.489	2.8964	3.0706	0.94262	3.6014	6.4621
ENSMUSG00000038065	N/A	6868.5	5943.2	6509.7	6290.2	6273.7	6396.3	6098.3	6422.8	5681.1	6053.3	6376	6358.1	6628.1	5952.7	6079.7	6653.1	5920	6077	6308.9	6035.6
ENSMUSG00000038068	N/A	1183	1213.5	1310.2	1233.7	1131.9	1314	1273.1	1229.2	1218.8	1293.3	1032.2	917.35	1054.5	1055.6	990.21	1051.4	1003.3	1035	1117.2	1121.8
ENSMUSG00000038069	N/A	238.42	280.17	234.09	322.86	243.63	289.96	308.55	277.54	244.24	255.86	225.7	303.96	292.66	329.35	198.04	340.33	241.04	224.34	255.7	274
ENSMUSG00000038070	N/A	669.42	586.98	694.12	830.4	637.04	624.45	796	645.4	711.18	678.27	538.1	513.89	682.48	657.36	620.93	566.26	493.59	560.86	576.22	657.85
ENSMUSG00000038072	N/A	1633.5	1515.5	1585.1	1674.6	1751.9	1616.5	1573.8	1634	1572	1682.2	1661.1	1752.7	1846	1797.9	1923.8	1639.4	1704.2	1721.2	1706.3	1848.2
ENSMUSG00000038074	N/A	328.9	270.48	283.56	369.34	324.21	305.95	391.52	317.77	290.94	280.05	381.21	458.13	466.84	383.35	510.74	431.57	391.5	470.37	419.2	489.83
ENSMUSG00000038077	N/A	5812.1	4857.3	5310.7	4835.4	4947.5	5750.2	4834.8	5616.5	4825	5060.5	5948	4795.6	5619.8	4453	4163.3	5359.9	5138.6	4682.9	5191.1	4670.8
ENSMUSG00000038079	N/A	710.99	905.09	710.95	788.94	773.55	781.99	692.29	777.6	841.69	878.31	688.11	805.83	721.58	854.43	762.39	740.04	819.07	702.25	752.69	740.56
ENSMUSG00000038080	N/A	377.81	339.91	394.74	457.28	392.46	426.95	455.47	413.85	401.09	410.31	386.72	373.94	399.3	338.8	399.06	347.57	373.07	327.09	342.13	418.75
ENSMUSG00000038084	N/A	6707.7	6518.9	6285.3	6216	6194.1	6132.6	6951.4	6395.7	5707.4	6673.8	6388.4	6724.4	6656.6	5734	7224.8	6324.4	5840.2	6233.5	6707.3	6133.9
ENSMUSG00000038085	N/A	193.18	222.84	239.7	222.36	188.65	188.36	230.76	232.38	226.29	208.41	228.45	270.07	270.15	240.27	217.4	238.96	188.07	210.2	257.86	276.58
ENSMUSG00000038086	N/A	8.5588	10.496	3.57	11.306	7.5838	10.274	3.4571	9.0324	4.7891	9.3041	13.762	3.2802	4.7394	8.0989	1.489	4.3447	7.6764	2.8278	6.4825	5.1697
ENSMUSG00000038094	N/A	449.95	352.83	414.12	329.14	313.78	638.15	415.72	348.98	300.52	356.35	382.59	305.06	347.16	290.21	303.76	356.26	225.69	447.74	254.26	404.53
ENSMUSG00000038095	N/A	2261.4	2769.4	1630.5	2726.1	2015.4	1777.5	2679.3	945.93	2182.6	1611.5	1461.5	2863.6	2596	1160.8	3287.8	1372.9	1930.6	2629.9	2014.6	1662.1
ENSMUSG00000038102	N/A	2995.6	3009.2	2959.6	3020.1	2853.4	3020.6	3112.3	3023.4	2862.7	3104.8	3389.6	3134.8	3257.2	2999.3	3229.7	3249.8	3371.5	3339.7	3265	3224.6
ENSMUSG00000038112	N/A	177.9	177.63	164.22	190.95	259.75	230.6	178.04	151.91	215.51	133.98	184.41	133.39	187.21	128.23	144.44	253.44	163.51	204.55	153.42	146.04
ENSMUSG00000038115	N/A	15.284	20.992	15.3	12.563	42.659	10.274	18.15	49.267	49.088	42.799	23.396	88.565	22.512	24.297	32.759	44.895	9.9793	8.4835	29.532	52.99
ENSMUSG00000038116	N/A	3509.1	3242.5	3379.3	3188.4	3302.8	3201	3338.7	3420	2968	3488.1	3459.8	3411.4	3586.6	3061.4	3557.3	3242.6	3177.3	3411.3	3654.7	3369.4
ENSMUSG00000038119	N/A	657.81	654.8	583.95	664.57	581.11	728.33	637.84	607.63	692.03	652.22	518.83	555.44	521.34	452.19	495.85	538.74	485.15	533.52	496.99	607.44
ENSMUSG00000038121	N/A	1300.9	1207.9	1227.1	1100.5	1267.4	1097.1	1364.7	1150.4	1089.5	1249.5	1205.6	1438.9	1325.9	1133.8	1547.1	1180.3	1225.9	1235.8	1292.9	1271.8
ENSMUSG00000038122	N/A	536.15	547.41	548.76	599.24	588.7	440.65	580.79	523.88	477.71	608.49	569.75	619.95	575.84	572.32	680.49	569.15	471.33	553.32	542.37	585.47
ENSMUSG00000038126	N/A	1654.3	1350.8	1172.5	1076.6	1329.1	1106.2	1649.9	937.72	956.62	1362.1	1201.4	1327.4	1135.1	928.67	1843.4	960.17	898.9	995.4	1403.1	1430.7
ENSMUSG00000038127	N/A	2244.2	1860.2	2009.4	1997.5	2006.9	1677	2173.7	2015.9	1845	2203.2	2104.2	2277.5	2344.8	2062.5	2879.8	2163.6	1984.3	2092.6	2486.4	2357.4
ENSMUSG00000038128	N/A	11819	10946	10802	10891	10043	9514	11378	10632	9889.5	10968	10755	11776	10783	10156	13016	9732.1	9743.6	10781	10863	11132
ENSMUSG00000038132	N/A	564.88	607.97	581.4	684.67	591.54	707.79	678.46	638.01	683.64	657.8	832.61	852.84	838.88	873.33	851.73	893.55	879.71	887.94	835.53	882.73
ENSMUSG00000038135	N/A	1.834	4.037	2.04	3.7688	0	1.1416	0.86428	4.9267	3.5918	3.7217	5.5049	1.0934	7.1092	0	4.4671	4.3447	5.3735	0.94262	0	2.5849
ENSMUSG00000038141	N/A	6217.4	5809.2	6435.7	8095.4	7549.7	5970.5	6163.2	6456.5	9438.1	7540.1	7789.4	7276.5	6777.4	6317.1	9541.8	6078.2	5955.3	5774.5	6260	6411.7
ENSMUSG00000038143	N/A	3479.8	3189.2	2900.4	2708.5	3179.5	2814	3163.3	2957.7	2757.3	2961.5	3637.3	3686.9	3741.8	3137	3305.7	4029	4212	3670.5	3633.8	3369.4
ENSMUSG00000038145	N/A	3415.6	3401.6	3631.2	3203.5	3675.3	3561.8	3454.5	3449.5	3413.4	3478.8	3692.4	4269.7	3972.8	3911.8	4045.7	3849.4	3885	4647.1	4229.5	3614.9
ENSMUSG00000038146	N/A	530.04	560.33	569.67	577.89	565	645	449.42	572.32	662.09	441.95	356.44	353.17	382.71	460.29	409.49	373.64	436.02	316.72	383.19	425.21
ENSMUSG00000038147	N/A	95.981	86.391	121.38	110.55	107.12	113.02	165.08	114.96	110.15	97.693	74.316	109.34	104.27	152.53	107.21	82.549	75.996	115.94	75.629	102.1
ENSMUSG00000038150	N/A	1865.2	1824.7	1851.3	1687.2	1799.3	1848.2	1726.8	1897.6	1676.2	1746.4	1915.7	1914.5	1959.8	2078.7	1914.9	2026.1	1972.1	1802.3	2026.1	1866.3
ENSMUSG00000038151	N/A	31.79	46.022	57.12	43.97	41.711	45.664	65.685	46.804	47.891	48.381	41.287	55.763	47.394	44.544	40.204	43.447	62.179	37.705	55.462	50.405
ENSMUSG00000038155	N/A	3.0567	4.8444	7.6501	1.2563	1.896	5.708	11.236	1.6422	5.9864	1.8608	4.1287	4.3736	0	6.7491	0	0	0	0.94262	5.042	3.8773
ENSMUSG00000038156	N/A	3371.6	3341	3448.1	3537.7	3264.8	3913.4	3308.5	3710.7	3946.2	3866.8	4237.4	3727.4	3699.1	3455.5	3469.5	4060.8	3896.5	4118.3	3914.7	3549
ENSMUSG00000038160	N/A	822.26	688.71	778.27	787.68	760.28	831.08	791.68	781.71	735.13	794.57	798.21	804.74	847.18	870.63	798.12	864.59	788.36	788.03	888.11	793.55
ENSMUSG00000038167	N/A	3.0567	12.111	6.1201	3.7688	5.6879	3.4248	6.0499	10.675	5.9864	6.5129	4.1287	3.2802	5.9243	2.6996	0	1.4482	5.3735	6.5983	2.8811	7.7546
ENSMUSG00000038168	N/A	125.33	122.72	147.39	123.11	118.5	118.73	148.66	137.95	134.09	110.72	104.59	143.23	169.44	168.73	101.25	149.17	97.49	152.7	136.13	144.75
ENSMUSG00000038170	N/A	9801.7	10078	10200	10242	11002	10853	10464	10380	10190	11104	11663	11735	11147	11741	11996	11728	12612	12215	12570	11534
ENSMUSG00000038172	N/A	3484.1	2991.4	2493.4	2518.8	2872.4	2254.6	3197	2424	2118	3569.1	3268.5	3634.4	2707.4	2308.2	4416.5	3551	2780.4	3334	3237.7	2811
ENSMUSG00000038173	N/A	222.53	223.65	223.89	192.21	236.99	224.89	246.32	179.83	185.58	177.71	133.49	226.33	174.17	201.12	190.6	85.445	161.97	147.05	166.38	175.77
ENSMUSG00000038174	N/A	3849.6	2492.4	2891.7	3533.9	3719.9	2800.3	2906.6	2943.7	3071	3984	4353	3733.9	4423.1	4173.6	5649.4	4425.8	3535.7	2961.7	4135.9	4324.5
ENSMUSG00000038175	N/A	639.47	712.93	653.83	750	672.12	671.26	670.68	634.73	771.05	728.51	706	789.43	760.68	786.94	740.05	712.53	764.57	785.2	710.2	737.98
ENSMUSG00000038178	N/A	2492.5	2414.1	2609.7	2501.2	2534.9	2811.7	2606.7	2597.2	2871.1	2179	3095.1	2884.4	3046.3	2838.7	2704.1	2880.5	2941.6	2511.1	2585.8	2415.6
ENSMUSG00000038179	N/A	1.2227	0.8074	4.59	1.2563	2.8439	3.4248	4.3214	3.2845	1.1973	0	0	3.2802	2.3697	1.3498	0	0	0.76764	11.311	5.7622	0
ENSMUSG00000038180	N/A	155.28	165.52	147.39	172.11	149.78	211.19	122.73	164.22	181.99	211.2	143.13	137.77	127.97	144.43	132.52	175.24	168.88	130.08	147.66	182.23
ENSMUSG00000038181	N/A	3686.4	3165.8	3321.7	3016.3	2934.9	3599.4	3037.1	3219.6	3509.2	2824.7	3254.8	2688.6	2548.6	2791.4	2363.1	3084.7	3239.4	2762.8	2900.6	2609.4
ENSMUSG00000038187	N/A	4146.7	3955.4	4294.2	4474.9	4057.4	4147.4	4196.9	3979.2	3982.1	4413.9	4969.5	4494.9	4820	4798.6	4364.4	4847.2	4972.8	4967.6	4939.7	4858.2
ENSMUSG00000038188	N/A	68.471	88.006	89.761	67.839	67.307	91.327	69.142	69.795	81.415	58.616	49.544	54.67	40.285	64.791	69.985	50.688	65.249	65.983	48.979	56.867
ENSMUSG00000038192	N/A	7.9475	6.4592	8.1601	6.2814	6.6359	2.2832	8.6428	4.9267	3.5918	7.4433	2.7524	7.6537	4.7394	1.3498	5.9562	4.3447	2.3029	4.7131	1.4406	0
ENSMUSG00000038195	N/A	41.571	39.562	34.17	35.176	45.503	37.672	45.807	31.203	23.946	37.217	20.643	30.615	24.882	28.346	31.27	26.068	33.008	26.393	33.853	27.141
ENSMUSG00000038199	N/A	0	12.918	0	0	13.272	4.5664	2.5928	0	0	0	0	8.7471	0	0	0	4.3447	0	0	7.9231	0
ENSMUSG00000038204	N/A	4.8908	4.8444	4.59	2.5125	7.5838	5.708	6.9142	6.569	4.7891	3.7217	2.7524	4.3736	7.1092	5.3992	5.9562	2.8964	3.8382	5.6557	4.3217	3.8773
ENSMUSG00000038205	N/A	2685.6	2532	2628.1	2503.8	2734	2534.3	2584.2	2763.1	2425.7	2519.6	3468.1	3384	3465.7	3178.8	3640.7	3060.1	2907	2983.4	3154.8	3072.1
ENSMUSG00000038206	N/A	644.36	657.22	704.32	748.74	662.64	682.67	706.11	635.55	675.26	607.56	660.59	677.9	746.46	685.7	622.42	669.08	725.42	607.05	690.03	840.08
ENSMUSG00000038208	N/A	362.53	365.75	357	373.11	384.88	357.32	313.73	301.35	326.86	328.44	405.98	333.48	309.25	406.29	369.28	351.92	399.94	360.08	317.64	316.65
ENSMUSG00000038212	N/A	1346.2	1234.5	1317.3	1435.9	1430.5	1357.4	1198.8	1501	1633.1	1588.2	1447.8	1518.7	1411.2	1577.9	1532.2	1443.9	1443.2	1544.9	1476.6	1744.8
ENSMUSG00000038213	N/A	419.99	377.86	406.98	405.78	371.61	379.01	397.57	398.24	414.26	337.74	326.16	271.16	296.22	396.84	273.98	308.47	297.08	305.41	306.12	277.87
ENSMUSG00000038214	N/A	347.24	367.37	371.79	438.44	359.28	414.4	347.44	394.14	411.86	357.28	280.75	267.88	284.37	298.31	254.63	311.37	331.62	260.16	289.55	326.98
ENSMUSG00000038215	N/A	257.99	262.4	253.47	261.31	227.51	267.13	272.25	224.17	231.07	298.66	243.59	248.2	213.28	272.66	275.47	243.3	214.94	255.45	271.55	254.61
ENSMUSG00000038216	N/A	4.8908	5.6518	4.08	5.0251	12.324	4.5664	0.86428	8.2112	8.3809	5.5825	8.2573	2.1868	3.5546	4.0494	8.9342	4.3447	4.6058	10.369	10.084	5.1697
ENSMUSG00000038217	N/A	11.616	10.496	15.3	13.819	8.5318	10.274	14.693	8.2112	8.3809	15.817	12.386	9.8405	13.033	6.7491	19.357	14.482	11.515	7.5409	7.9231	11.632
ENSMUSG00000038224	N/A	1.2227	2.4222	2.04	1.2563	1.896	5.708	3.4571	2.4634	2.3946	4.6521	0	3.2802	0	5.3992	4.4671	4.3447	5.3735	0.94262	3.6014	2.5849
ENSMUSG00000038225	N/A	17.118	169.55	179.01	15.075	158.31	140.42	159.03	137.95	154.45	169.34	16.515	118.09	127.97	129.58	136.99	102.82	103.63	128.2	125.33	137
ENSMUSG00000038233	N/A	129.61	137.26	112.71	119.35	100.49	150.69	171.99	128.92	164.03	137.7	121.11	193.53	122.04	102.59	108.7	75.308	98.258	96.147	112.36	87.885
ENSMUSG00000038235	N/A	213.36	289.05	250.92	246.23	196.23	224.89	287.8	211.85	238.26	206.55	207.81	213.21	184.84	230.82	183.15	189.72	221.85	247.91	167.83	242.98
ENSMUSG00000038236	N/A	1.834	0.8074	3.06	3.7688	1.896	2.2832	4.3214	9.0324	8.3809	2.7912	1.3762	3.2802	0	2.6996	0	0	2.3029	0.94262	0	0
ENSMUSG00000038239	N/A	18.34	16.955	24.99	20.1	17.064	25.115	17.286	22.17	17.959	18.608	6.8811	9.8405	14.218	10.798	16.379	13.034	10.747	14.139	14.406	11.632
ENSMUSG00000038240	N/A	430.39	394.01	470.22	442.21	424.69	444.08	439.05	423.7	420.24	387.98	404.61	422.05	453.8	415.74	342.48	396.81	390.73	416.64	385.35	372.22
ENSMUSG00000038241	N/A	2142.8	2142	2214.4	2346.7	2321.6	2263.8	2080.3	2183.4	2193.4	2105.5	2078.1	2372.7	2117.3	2458	2607.3	2128.9	2277.6	2136.9	2246.6	2256.6
ENSMUSG00000038242	N/A	35.458	38.755	42.33	38.945	32.231	31.965	46.671	27.097	57.469	42.799	37.158	22.961	39.1	26.996	37.226	27.516	32.241	30.164	20.888	32.311
ENSMUSG00000038244	N/A	18826	17572	18416	18197	19458	19434	17702	17178	17629	20010	28365	21874	21606	24765	23165	27185	25635	25280	23573	22526
ENSMUSG00000038248	N/A	3218.1	3553.4	3477.2	3556.5	3655.4	3355.1	3095.8	3571.9	3846.8	3629.5	3352.5	3086.6	3534.4	4004.9	3229.7	3400.4	3489.7	3297.3	3286.6	3302.2
ENSMUSG00000038250	N/A	1024	1008.4	984.82	1012.6	1045.6	1018.3	1051	1025.6	997.33	1118.4	1074.8	1165.6	1043.9	1139.2	1106.4	1094.9	1063.9	1076.5	1075.4	1102.4
ENSMUSG00000038252	N/A	1488.6	1222.4	1302.6	1280.1	1109.1	1277.4	1112.3	1333.5	1173.3	888.54	955.1	1075.9	1141	1120.3	1006.6	800.87	1195.2	1030.3	947.17	1152.8
ENSMUSG00000038255	N/A	3015.2	3110.9	3109.5	2836.7	3361.5	3126.8	2520.2	3177.7	3485.3	3085.2	3429.5	3054.9	3411.2	3551.4	2984	3246.9	3134.3	2923.1	3180	2811
ENSMUSG00000038256	N/A	1937.4	2350.3	2126.7	2452.2	2576.6	2119.9	2208.2	2183.4	2561	2449.8	2035.4	1939.7	1995.3	2379.7	1953.6	2136.1	2001.2	1926.7	2044.9	2075.6
ENSMUSG00000038257	N/A	371.09	323.77	272.34	379.39	295.77	278.55	297.31	298.89	302.91	334.95	366.07	343.32	353.09	380.65	437.78	408.4	297.84	261.1	334.21	358
ENSMUSG00000038259	N/A	11.004	4.8444	6.6301	2.5125	4.7399	10.274	3.4571	9.8535	9.5782	11.165	5.5049	3.2802	7.1092	2.6996	5.9562	5.7929	4.6058	6.5983	3.6014	5.1697
ENSMUSG00000038260	N/A	83.143	63.784	70.381	95.477	19.908	51.372	43.214	51.731	52.68	109.79	28.901	63.417	26.067	35.095	96.787	34.757	39.15	43.36	12.245	102.1
ENSMUSG00000038264	N/A	6589.7	6427.7	6635.2	5860.5	6555.3	6762.8	6068.1	6719.3	6677.2	6327.7	6848.1	6755	6568.9	7302.5	6906.2	6511.2	7426.9	6653.9	7027.1	6584.9
ENSMUSG00000038267	N/A	3953.6	3601.8	3644.5	3826.6	3686.7	4067.5	3706	3652.4	3827.7	3558.8	3347	3315.2	3053.4	3207.2	3082.3	3306.3	3511.2	3132.3	3352.2	3054
ENSMUSG00000038268	N/A	686.54	652.38	650.77	702.26	530.87	606.18	636.11	817.02	589.06	513.59	615.17	590.43	673	608.77	586.68	554.67	601.83	573.11	574.78	661.72
ENSMUSG00000038271	N/A	2589	2658.8	2628.1	2753.8	2749.1	2736.4	2304.2	2517.6	2800.4	2531.7	2356.1	2479.8	2269	2575.4	2315.5	2396.8	2486.4	2144.5	2297.7	2416.8
ENSMUSG00000038274	N/A	884	821.12	1007.8	743.71	809.57	810.53	1019.8	1072.4	893.17	764.8	766.55	1012.5	792.67	832.83	866.62	799.42	796.04	983.15	1074.7	797.43
ENSMUSG00000038276	N/A	2.4454	2.4222	2.55	0	5.6879	0	2.5928	5.7479	10.775	0	6.8811	0	0	0	0	7.2411	6.9087	0	0	0
ENSMUSG00000038279	N/A	847.93	884.91	776.74	922.11	876.88	800.25	785.63	903.24	911.13	916.46	886.28	824.42	851.92	1012.4	899.38	979	976.44	882.29	939.97	863.34
ENSMUSG00000038280	N/A	2348.2	2182.4	2315.4	2202.2	2113	2317.4	2206.5	2212.9	2143.1	2223.7	2547.4	2318	2475.2	2368.9	2197.8	2275.2	2355.9	2269.8	2364.7	2225.6
ENSMUSG00000038286	N/A	695.1	603.13	646.69	525.12	460.72	637.01	624.87	601.06	538.77	508.94	602.78	558.72	567.55	526.43	533.08	624.18	613.34	623.07	542.37	546.7
ENSMUSG00000038290	N/A	2145.8	2109.7	2218.5	2188.4	2197.4	2173.6	1959.3	2069.2	2110.8	1931.5	2129	1959.4	2051	2337.9	2218.7	2118.8	2140.9	1987	2111.1	2056.3
ENSMUSG00000038291	N/A	1559.5	1428.3	1615.7	1392	1468.4	1542.3	1593.7	1713.7	1408	1471.9	1681.7	1590.9	1688.4	1440.2	1606.7	1716.1	1647.4	1629.8	1849.7	1516
ENSMUSG00000038292	N/A	169.34	161.48	137.7	148.24	178.22	182.65	127.05	156.83	156.84	173.99	143.13	109.34	125.6	167.38	122.1	123.1	133.57	120.65	139.73	129.24
ENSMUSG00000038295	N/A	162.62	130.8	177.99	139.45	186.75	168.96	127.91	145.34	160.44	127.47	132.12	91.845	139.81	151.18	142.95	146.27	123.59	136.68	126.77	130.54
ENSMUSG00000038296	N/A	1245.3	1052	1095	978.64	1111	1206.7	1039.7	1024.8	1109.9	943.44	1284	1174.3	1145.8	1303.9	1162.9	1522.1	1433.9	1327.2	1288.6	1147.7
ENSMUSG00000038298	N/A	15.284	10.496	10.2	10.05	9.4798	20.549	5.1857	16.422	9.5782	9.3041	6.8811	18.588	31.991	12.148	10.423	11.586	9.9793	10.369	14.406	18.094
ENSMUSG00000038299	N/A	907.24	893.79	937.9	896.98	940.4	939.53	1021.6	973.03	895.56	954.6	1028	943.6	1068.7	936.77	918.74	1186.1	1074.7	1056.7	1026.4	957.69
ENSMUSG00000038301	N/A	4698.8	4744.3	4598.2	4959.8	4669.7	4676	4499.4	4952.2	4843	5073.5	4600.7	3927.5	4516.7	4519.2	4218.4	4592.3	4480.7	4142.8	4439.8	4187.5
ENSMUSG00000038302	N/A	629.68	666.91	581.91	576.63	528.97	633.58	609.31	612.56	604.62	581.51	717.01	658.22	742.91	653.31	635.82	755.97	739.24	696.59	707.32	611.32
ENSMUSG00000038305	N/A	1018.5	1109.4	1080.2	1104.3	1330	996.61	1433	1111.8	1343.3	1073.7	1123	1335	1205	967.82	1361	1036.9	943.43	1058.6	1008.4	1256.2
ENSMUSG00000038312	N/A	759.9	661.26	693.1	683.41	633.25	722.63	634.38	700.42	682.45	634.54	576.64	660.41	687.22	728.9	641.78	653.15	650.19	586.31	636.01	641.05
ENSMUSG00000038319	N/A	1463.6	1313.6	1454.5	1243.7	1588.8	1576.5	1189.2	1360.6	1440.3	1239.3	1439.5	1129.5	1032	1256.7	1139.1	1184.6	1386.4	1083.1	1269.1	1124.4
