NAME	Description	GSM3118997	GSM3118998	GSM3118999	GSM3119000	GSM3119001	GSM3119002	GSM3119003	GSM3119004	GSM3119005	GSM3119006	GSM3119007	GSM3119008	GSM3119009	GSM3119010	GSM3119011	GSM3119012	GSM3119013	GSM3119014	GSM3119015	GSM3119016
ENSMUSG00000000001	N/A	1032.6	1031.9	1098	1040.2	1086.4	1137	1185.8	1129	1006.9	1043	1128.5	1192.9	1261.9	1190.5	1069.1	1136.9	1101.6	1134.9	1177.7	1152.8
ENSMUSG00000000028	N/A	56.244	57.325	56.1	65.326	56.879	47.947	61.364	51.731	56.272	55.825	39.91	61.23	68.722	60.742	58.072	66.618	68.32	72.581	66.986	76.253
ENSMUSG00000000031	N/A	1.2227	3.2296	4.08	2.5125	1.896	5.708	8.6428	1.6422	4.7891	3.7217	2.7524	1.0934	2.3697	18.897	7.4452	1.4482	1.5353	3.7705	0.72028	11.632
ENSMUSG00000000037	N/A	47.074	50.059	66.811	43.97	69.202	27.398	39.757	54.194	50.286	75.363	19.267	20.774	29.622	67.491	23.825	69.515	17.656	15.082	22.329	24.556
ENSMUSG00000000049	N/A	10.393	16.148	13.26	5.0251	12.324	27.398	22.471	16.422	16.762	14.887	12.386	10.934	17.773	14.848	13.401	18.827	25.332	15.082	16.566	9.047
ENSMUSG00000000056	N/A	1895.2	1974.1	1788.6	1716.1	1713.9	1779.7	1825.4	1758.8	1909.7	1546.3	2045.1	2192.2	2258.3	2040.9	2047.4	2101.4	2323.6	1859.8	2063.6	1770.6
ENSMUSG00000000058	N/A	1311.9	989.06	1455.6	1639.4	1492.1	1350.5	1216	1308.9	1513.4	1631	1034.9	988.42	1175.4	1503.7	1325.2	1065.9	1163	923.76	1037.2	1500.5
ENSMUSG00000000078	N/A	2189.8	2271.2	2242.5	2351.7	2357.6	2054.9	2344.8	2485.5	2130	2464.7	1816.6	2021.7	2033.2	1999.1	1976	2014.5	1810.9	2022.9	2071.5	1924.4
ENSMUSG00000000085	N/A	1676.3	1789.2	1702.9	1821.6	1677.9	1766	1576.4	1716.1	1940.8	1672	1720.3	1534	1664.7	1696.7	1797.3	1772.6	1811.6	1536.5	1687.6	1543.2
ENSMUSG00000000088	N/A	3889.4	3401.6	3771	2756.3	2825	3605.1	3448.5	3520.2	2893.8	2781	4408	3310.8	3842.5	3346.2	2705.6	4034.8	3872.7	3375.5	3757.7	2802
ENSMUSG00000000093	N/A	84.977	98.502	84.661	95.477	93.85	71.92	66.549	76.364	101.77	75.363	56.425	60.136	58.058	82.339	46.16	34.757	69.855	51.844	55.462	60.744
ENSMUSG00000000094	N/A	6.7248	7.2666	10.2	7.5376	6.6359	11.416	1.7286	6.569	8.3809	6.5129	2.7524	8.7471	5.9243	8.0989	7.4452	4.3447	4.6058	4.7131	7.2028	2.5849
ENSMUSG00000000120	N/A	25.065	20.992	28.56	22.613	34.127	21.69	19.878	23.813	22.748	27.912	9.6335	21.868	15.403	24.297	16.379	23.172	13.817	14.139	12.245	9.047
ENSMUSG00000000125	N/A	55.632	57.325	47.43	41.457	49.295	49.088	31.114	39.414	67.047	58.616	74.316	47.016	59.243	44.544	50.627	43.447	72.158	75.409	79.951	56.867
ENSMUSG00000000126	N/A	1247.1	1167.5	1253.1	1143.2	1006.8	1317.4	1058.7	1169.3	1218.8	1064.4	783.07	752.25	746.46	677.61	652.2	839.97	928.08	797.45	947.17	732.81
ENSMUSG00000000127	N/A	533.09	494.13	477.87	493.72	462.61	476.04	552.27	493.5	453.77	558.25	507.82	553.26	471.57	462.99	655.18	511.22	451.37	512.78	566.86	498.88
ENSMUSG00000000131	N/A	4459.8	4225.9	3999.5	3819.1	4640.4	3903.1	3413.9	3559.6	4269.5	3813.8	4112.1	3646.5	3402.9	3416.4	3488.8	4197	3711.5	3462.2	3784.4	3507.7
ENSMUSG00000000134	N/A	1708.7	1730.3	1832.4	1669.6	1859	1848.2	1654.2	1822.9	1732.5	1756.6	1652.8	1425.8	1686.1	1579.3	1441.4	1635	1703.4	1544	1677.5	1540.6
ENSMUSG00000000142	N/A	1030.7	1210.3	1170.5	1287.7	1421	1130.2	1103.7	1252.2	1196.1	1172.3	981.24	1040.9	1059.3	1159.5	1118.3	1135.4	1173	1006.7	1020.6	1108.9
ENSMUSG00000000148	N/A	962.87	874.41	1003.2	908.29	865.5	1034.3	914.4	884.35	984.16	825.28	853.26	724.92	727.5	823.39	732.61	854.45	885.85	821.96	855.69	794.84
ENSMUSG00000000149	N/A	2779.2	2517.5	2580.1	2375.6	2548.2	2811.7	2461.5	2561.1	2619.6	2310.2	2563.9	2619.8	2366.2	2493.1	2474.8	2574.9	2904.7	2433.8	2626.9	2365.1
ENSMUSG00000000154	N/A	9.7815	15.341	10.71	12.563	3.7919	10.274	10.371	12.317	19.156	13.956	12.386	10.934	4.7394	8.0989	4.4671	10.138	10.747	16.967	12.245	9.047
ENSMUSG00000000159	N/A	11.004	12.918	17.34	11.306	18.96	28.54	18.15	14.78	4.7891	11.165	5.5049	20.774	5.9243	12.148	7.4452	10.138	16.888	6.5983	7.2028	7.7546
ENSMUSG00000000167	N/A	91.09	111.42	94.861	115.58	97.642	98.177	98.528	116.6	116.14	93.972	79.821	62.323	105.45	59.392	81.897	78.204	75.229	81.065	75.629	59.452
ENSMUSG00000000168	N/A	3029.2	3209.4	3259.9	3198.5	3103.7	3324.3	3262.6	3288.6	3172.8	3107.6	3301.5	3132.6	3317.6	3107.3	2946.8	3136.9	3356.9	3469.8	3188.7	3092.8
ENSMUSG00000000171	N/A	2866.6	2507	2760.7	2507.5	2463.8	2683.9	2731.1	2663.7	2449.6	2402.3	2894.2	2798	2865	2481	2646	2964.5	2841	2765.6	2809.8	2556.4
ENSMUSG00000000182	N/A	29.345	33.911	28.56	18.844	32.231	22.832	23.335	18.065	34.721	34.425	13.762	13.121	13.033	17.548	20.847	18.827	14.585	17.91	9.3636	18.094
ENSMUSG00000000184	N/A	2266.3	2448	2190	2402	2441	2448.7	2844.3	2385.4	2326.3	2499.1	3342.8	4008.4	3495.3	3374.5	3472.4	3487.3	3385.3	3645.1	3342.1	3287.9
ENSMUSG00000000194	N/A	2063.9	2020.9	2218.5	2032.7	2082.7	2245.5	2287.7	2179.3	2042.6	2042.3	2301	2427.3	2205	2139.5	1907.5	2269.4	2453.4	2381	2584.4	2197.1
ENSMUSG00000000197	N/A	4416.4	4228.3	3924.5	4094.2	4190.1	3808.3	4497.7	3888.8	3718.7	4709.7	4196.1	4643.6	4113.8	3570.3	4517.7	4379.4	3827.4	4127.7	4299.4	4054.4
ENSMUSG00000000202	N/A	527.59	494.93	462.57	486.18	439.86	586.78	530.67	426.98	459.75	410.31	538.1	423.14	466.84	499.43	460.11	518.46	631	411.92	490.51	456.23
ENSMUSG00000000204	N/A	2.4454	0	0.51	0	0	1.1416	0	0.82112	0	0	0	0	0	2.6996	7.4452	0	0	0	0	2.5849
ENSMUSG00000000214	N/A	50.13	71.051	49.47	67.839	55.931	76.487	62.228	59.942	65.85	49.312	67.435	33.895	56.873	31.046	59.562	63.722	60.643	61.27	58.343	60.744
ENSMUSG00000000216	N/A	6.7248	5.6518	6.1201	5.0251	8.5318	9.1327	8.6428	5.7479	5.9864	3.7217	2.7524	6.5603	11.849	5.3992	8.9342	10.138	2.3029	1.8852	7.2028	1.2924
ENSMUSG00000000223	N/A	5802.3	5701	5623.8	5864.3	5344.7	5571	5979.9	5428.4	5378.2	5151.7	4381.9	4361.5	4488.3	4111.5	4510.3	4450.4	4479.2	4637.7	4619.9	4575.2
ENSMUSG00000000244	N/A	3.6681	2.4222	1.02	3.7688	0	3.4248	4.3214	1.6422	5.9864	1.8608	4.1287	3.2802	2.3697	0	4.4671	7.2411	3.0706	1.8852	0	11.632
ENSMUSG00000000247	N/A	1859.7	1883.7	1796.2	1949.7	1978.4	2151.9	1777	1717.8	1934.8	1762.2	1742.3	1585.4	1684.9	2094.9	1850.9	1855.2	2051.1	1700.5	1822.3	1691.8
ENSMUSG00000000248	N/A	0.61134	0.8074	0	0	5.6879	0	0	0	0	5.5825	1.3762	0	1.1849	0	0	0	0	0	0	0
ENSMUSG00000000253	N/A	1496	1216.7	1318.9	1129.4	1206.8	1375.6	1146.9	1340.9	1118.3	1066.3	1284	1330.7	1084.1	1017.8	1031.9	1164.4	1238.2	1032.2	1128.7	1001.6
ENSMUSG00000000263	N/A	11.616	22.607	2.55	6.2814	23.699	4.5664	20.743	3.2845	5.9864	13.026	19.267	6.5603	10.664	1.3498	11.912	8.6893	7.6764	27.336	10.804	12.924
ENSMUSG00000000266	N/A	958.59	941.42	922.09	1010	1027.6	785.41	1012.9	867.93	878.8	1155.6	867.02	1201.6	931.3	925.97	1098.9	816.8	862.06	862.49	934.2	1012
ENSMUSG00000000275	N/A	239.04	297.12	260.61	285.17	263.54	350.47	341.39	299.71	275.37	244.7	162.39	258.04	250.01	238.92	178.68	139.03	224.15	247.91	200.24	259.78
ENSMUSG00000000276	N/A	4436.5	4066.9	4100.4	4237.4	3931.3	3827.8	4182.2	4093.3	3830.1	4300.4	4207.1	4158.2	4340.1	3888.8	4278	3955.1	3710	3776.1	3928.4	3750.6
ENSMUSG00000000278	N/A	514.14	509.47	550.8	566.58	474.94	640.43	635.24	573.97	537.58	502.42	447.27	465.78	501.2	494.03	436.29	444.61	488.99	505.24	450.18	482.08
ENSMUSG00000000282	N/A	1487.4	1744.8	1358.7	1488.7	1847.6	1590.2	1529.8	1588.1	1979.1	1864.5	1394.1	1464	1354.3	1760.2	1825.6	1584.4	1480	1656.2	1422.6	1410
ENSMUSG00000000290	N/A	168.73	183.28	154.53	221.1	246.47	207.77	188.41	196.25	180.79	187.94	202.3	176.04	156.4	225.42	215.91	191.17	168.88	185.7	175.03	201.62
ENSMUSG00000000295	N/A	322.79	323.77	331.5	327.89	289.13	281.97	275.7	312.85	284.95	293.08	273.87	285.37	251.19	282.11	245.69	308.47	262.53	270.53	267.22	239.1
ENSMUSG00000000296	N/A	110.65	158.25	157.59	106.78	102.38	107.31	173.72	203.64	108.95	92.111	145.88	133.39	117.3	157.93	148.9	83.997	116.68	131.97	133.25	109.86
ENSMUSG00000000301	N/A	65.414	68.629	63.751	48.995	64.463	70.779	51.857	66.511	57.469	44.66	52.296	62.323	35.546	37.795	38.715	44.895	59.876	61.27	38.175	36.188
ENSMUSG00000000303	N/A	45.239	153.41	105.06	124.37	134.61	65.071	123.59	142.88	193.96	111.65	57.801	145.42	113.75	105.29	126.57	44.895	128.2	127.25	134.69	171.89
ENSMUSG00000000305	N/A	1010.6	1012.5	1104.2	1359.3	1226.7	1389.3	1276.5	1161.1	1382.9	1056.9	1456	1311	1256	1614.4	1350.6	1258.5	1357.2	1342.3	1274.9	1211
ENSMUSG00000000308	N/A	8058.7	8310.5	8452.3	7693.4	7838.8	8446.6	7622.1	7998.6	8287.5	8609.1	8477.5	7524.7	7151.8	7707.4	7321.6	8527.1	8359.6	8082	8235.7	6995.9
ENSMUSG00000000317	N/A	66.637	76.703	102	96.733	98.59	100.46	117.54	109.21	112.54	119.09	49.544	62.323	68.722	70.19	80.408	36.206	50.664	50.901	42.497	58.159
ENSMUSG00000000318	N/A	18.952	27.451	14.79	46.482	50.243	22.832	27.657	34.487	20.354	16.747	24.772	37.175	65.167	28.346	19.357	15.93	26.1	25.451	17.287	40.065
ENSMUSG00000000320	N/A	26.899	36.333	40.29	35.176	37.919	35.389	24.2	46.804	49.088	29.773	17.891	13.121	13.033	16.198	11.912	10.138	14.585	14.139	6.4825	15.509
ENSMUSG00000000326	N/A	2978.5	3052	2655.6	2645.7	2769	3016.1	2496.9	2502	2796.8	2737.3	2913.5	2820.9	2301	2896.7	2537.3	3009.4	3001.5	2734.5	2599.5	2632.7
ENSMUSG00000000339	N/A	1744.2	1702.8	1694.2	1486.2	1559.4	1633.6	1621.4	1655.4	1611.5	1596.6	1520.7	1469.5	1490.6	1503.7	1512.9	1522.1	1496.9	1572.3	1519.1	1305.4
ENSMUSG00000000340	N/A	566.72	606.35	618.64	677.13	586.8	599.33	684.51	609.27	663.29	643.85	615.17	703.05	763.05	850.38	830.88	667.63	720.05	735.24	654.01	843.96
ENSMUSG00000000346	N/A	4291	4108.8	4067.8	4247.5	4329.4	4193.1	4214.2	4205	4395.2	4185	4138.3	4156	4328.3	4261.4	4172.3	3991.3	4230.5	4250.3	3996.1	4363.2
ENSMUSG00000000355	N/A	1052.1	971.3	1045.5	1056.5	959.35	1004.6	1152.1	1083.9	921.9	1013.2	1044.6	1011.4	1116.1	1025.9	1075.1	1034	1012.5	1002.9	1055.9	964.15
ENSMUSG00000000359	N/A	11.616	18.57	12.75	17.588	13.272	15.982	20.743	15.601	17.959	11.165	20.643	13.121	8.294	14.848	10.423	20.275	8.444	12.254	19.448	15.509
ENSMUSG00000000365	N/A	28.122	35.525	19.89	35.176	39.815	37.672	32.843	26.276	45.497	33.495	27.524	29.522	21.328	22.947	37.226	11.586	31.473	31.106	23.769	14.217
ENSMUSG00000000374	N/A	4298.4	4123.4	4340.1	4067.8	4233.7	4375.7	4128.6	4338	4149.8	4066.8	4767.2	4537.6	4494.2	4565.1	4444.8	4656	4976.6	4778.1	4900.1	4436.9
ENSMUSG00000000378	N/A	1472.1	1309.6	1342.3	1149.5	1203.9	1365.3	1146	1275.2	1230.8	1109.1	1413.4	1491.4	1165.9	1205.4	1240.4	1480.1	1443.2	1336.6	1439.8	1189
ENSMUSG00000000384	N/A	1005.7	894.6	893.53	894.47	930.92	961.22	885.02	838.37	993.74	893.2	1055.6	962.18	862.58	907.07	921.71	1045.6	1064.7	922.82	935.64	944.77
ENSMUSG00000000385	N/A	0.61134	1.6148	1.53	0	0	4.5664	1.7286	0.82112	3.5918	1.8608	0	4.3736	1.1849	0	0	0	0	0	0.72028	0
ENSMUSG00000000386	N/A	23.231	27.451	15.3	17.588	25.595	11.416	19.014	10.675	23.946	18.608	9.6335	16.401	16.588	13.498	8.9342	17.379	3.8382	6.5983	11.524	14.217
ENSMUSG00000000392	N/A	177.29	143.72	133.62	192.21	170.64	165.53	182.36	190.5	189.17	161.89	116.98	127.93	107.82	97.186	132.52	69.515	147.39	141.39	108.76	133.12
ENSMUSG00000000394	N/A	1.2227	2.4222	1.53	0	0.94798	0	0	3.2845	2.3946	0.93041	2.7524	1.0934	0	0	1.489	0	0.76764	0	2.1608	0
ENSMUSG00000000399	N/A	0	52.481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000402	N/A	59.3	71.051	65.791	60.301	61.619	50.23	58.771	50.089	61.061	54.894	45.415	34.988	53.319	53.992	58.072	36.206	33.008	39.59	43.937	49.112
ENSMUSG00000000409	N/A	26.288	40.37	41.82	61.557	66.359	35.389	57.907	44.341	52.68	39.077	28.901	33.895	36.731	55.342	47.649	14.482	33.008	32.992	30.252	21.971
ENSMUSG00000000411	N/A	2.4454	4.037	4.08	5.0251	1.896	4.5664	6.0499	3.2845	2.3946	6.5129	2.7524	5.467	2.3697	4.0494	4.4671	1.4482	1.5353	0.94262	4.3217	1.2924
ENSMUSG00000000416	N/A	5039.9	4712.8	4925.1	4894.4	4298.1	5066.4	5492.5	4944	4651.4	4798.1	4753.5	4693.9	4756	4474.6	5640.5	5539.5	4949	4953.4	5401.4	5101.2
ENSMUSG00000000420	N/A	1788.8	1781.1	1846.7	1876.9	1743.3	1831.1	2123.5	1946.1	1878.5	1816.2	1478.1	1577.8	1795.1	1731.8	1739.2	1575.7	1661.9	1807	1766.8	1870.1
ENSMUSG00000000439	N/A	1134	1056.1	1116.4	1091.7	1109.1	1075.4	1084.7	1114.3	1075.2	1050.4	1083.1	1074.8	1072.3	1031.3	1064.7	1120.9	1167.6	1107.6	1106.4	1070.1
ENSMUSG00000000440	N/A	128.38	130.8	108.63	141.96	99.538	83.336	146.06	128.1	88.598	120.02	118.35	100.59	77.016	152.53	71.474	115.86	92.117	88.606	144.06	87.885
ENSMUSG00000000441	N/A	2981.5	2697.5	2775.4	2855.5	2454.3	2917.9	2747.5	2642.4	2587.3	2560.5	2700.1	2667.9	2536.8	2377	2498.6	2605.4	2751.2	2667.6	2697.5	2544.8
ENSMUSG00000000486	N/A	24.454	22.607	9.1801	21.357	15.168	10.274	15.557	9.0324	31.129	36.286	17.891	10.934	16.588	25.646	16.379	10.138	20.726	15.082	18.007	12.924
ENSMUSG00000000489	N/A	929.24	866.34	889.96	829.14	984	988.62	763.16	904.88	1015.3	843.88	1083.1	1017.9	965.66	1117.6	1009.6	1112.2	1026.3	937.9	840.57	916.33
ENSMUSG00000000530	N/A	443.84	540.15	516.63	438.44	561.2	506.87	446.83	480.36	512.43	421.48	422.5	534.67	522.52	653.31	515.21	505.43	538.11	443.03	471.78	487.25
ENSMUSG00000000531	N/A	1728.9	1814.2	1612.6	1703.5	2119.7	1873.3	1582.5	1809.8	2153.9	2049.7	2123.5	1801.9	1842.5	2094.9	1690.1	2357.7	2031.2	2298.1	1856.9	1969.7
ENSMUSG00000000532	N/A	6942.4	6515.7	6809.6	6379.4	6679.5	6563	6024	6580.5	6739.5	6335.2	6376	6582.2	6482.4	6415.7	6142.3	6257.8	6685.4	6120.4	6313.3	5688
ENSMUSG00000000538	N/A	14382	12909	13589	12711	13082	14590	12812	13736	13533	12686	13359	12354	12515	13300	12620	13581	14193	12854	13095	12772
ENSMUSG00000000552	N/A	2087.1	2192.9	2016.6	2055.3	2436.3	2091.4	1872.9	2097.1	2365.8	2213.5	1855.1	1959.4	1777.3	2217.7	2120.4	1969.6	2150.2	1922	1998.8	1946.4
ENSMUSG00000000555	N/A	70.305	82.354	95.371	113.06	127.03	97.035	106.31	123.17	107.75	93.041	75.692	148.7	77.016	103.94	136.99	70.963	125.89	100.86	128.93	121.49
ENSMUSG00000000560	N/A	9.1702	0	0	0	0	4.5664	4.3214	0	7.1837	0	8.2573	16.401	10.664	0	2.9781	0	3.8382	16.024	0	0
ENSMUSG00000000561	N/A	2453.3	2406.8	2222.6	1993.7	2072.3	2235.2	2031	2039.7	2292.8	2059.9	2028.5	1941.9	1866.2	1937	1786.8	1997.1	2042.7	2045.5	2115.5	1804.2
ENSMUSG00000000562	N/A	32.401	35.525	28.56	33.919	33.179	26.257	27.657	32.024	28.735	24.191	20.643	24.055	22.512	31.046	16.379	18.827	13.05	21.68	14.406	12.924
ENSMUSG00000000563	N/A	7828.3	8188.6	8145.3	8237.4	7952.6	7572.2	8260.8	7680	7863.7	8325.3	7733	7859.3	8208.7	8140.7	8039.3	7564.1	7535.1	7629.5	8227	7661.5
ENSMUSG00000000567	N/A	666.98	725.85	629.35	810.3	790.61	673.54	725.13	675.78	790.2	769.45	425.25	476.72	529.63	602.02	500.32	492.4	463.65	426.06	435.05	469.15
ENSMUSG00000000568	N/A	4022	4846.8	4847.6	4989.9	4848.9	4139.4	5339.5	5259.3	4444.3	5692.3	4203	5212.2	5340.2	4874.2	5357.6	4052.1	4126.1	5355.9	5412.2	4638.5
ENSMUSG00000000579	N/A	516.59	532.88	540.09	605.52	590.59	542.26	619.69	515.67	550.75	498.7	670.22	650.57	521.34	546.67	687.94	563.36	459.05	539.18	626.64	581.59
ENSMUSG00000000581	N/A	1230	1087.6	1137.8	925.87	1079.7	1332.2	1237.6	1241.5	1041.6	1116.5	1098.2	1128.4	1192	1094.7	1061.7	1015.2	1122.3	1180.2	1240.3	1043
ENSMUSG00000000594	N/A	1728.9	1781.9	1752.4	1831.6	1719.6	1877.9	1890.2	1749.8	1884.5	1749.2	1617.1	1546.1	1739.4	1815.5	1624.5	1548.2	1820.8	1662.8	1564.4	1786.1
ENSMUSG00000000600	N/A	1203.1	1249	1291.3	1413.3	1385	1083.4	1466.7	1249.7	1317	1404	1513.8	1502.3	1757.1	1719.7	1575.4	1584.4	1462.4	1636.4	1728	1748.7
ENSMUSG00000000605	N/A	7913.2	7679.2	7879.6	8060.3	7755.4	7783.4	8397.3	8641.5	8122.3	8492.8	8195.4	7762	8259.7	7793.8	8182.3	7903	8090.9	8365.7	8399.2	7949.7
ENSMUSG00000000617	N/A	0.61134	0	0	0	0.94798	1.1416	0	0	0	0	1.3762	5.467	1.1849	0	0	0	0	0	0.72028	2.5849
ENSMUSG00000000627	N/A	2474.7	2176.7	2241.5	2173.4	2063.8	2433.9	1950.7	2164.5	2091.6	1862.7	2354.7	1862	1944.4	2054.4	1760	2172.3	2245.3	1951.2	1905.1	1775.8
ENSMUSG00000000628	N/A	158.34	151.79	164.22	185.93	178.22	277.41	192.73	152.73	196.35	165.61	167.9	165.1	183.65	187.62	192.09	170.89	191.91	187.58	173.59	183.53
ENSMUSG00000000631	N/A	9142.7	9346.4	9264.2	10392	10693	10124	7823.4	8686.7	11470	9990.8	8820.2	8788.7	9243.1	10510	11469	9558.3	9512.6	8481.7	9391	9841.9
ENSMUSG00000000632	N/A	7717	7754.2	7824.5	7782.6	8847.5	8671.5	6906.4	8523.3	9318.4	9072.5	8375.7	7737.9	6580.7	7913.9	7683.4	7953.7	8079.4	7309	7676	7474.1
ENSMUSG00000000673	N/A	4.2794	0	3.06	7.5376	6.6359	3.4248	2.5928	1.6422	9.5782	2.7912	2.7524	4.3736	2.3697	6.7491	4.4671	2.8964	3.0706	4.7131	1.4406	3.8773
ENSMUSG00000000682	N/A	34.235	29.874	31.11	31.407	30.335	29.681	54.449	36.951	51.483	33.495	50.92	25.148	30.806	35.095	37.226	28.964	33.776	32.992	30.972	34.896
ENSMUSG00000000686	N/A	15.895	23.415	17.85	16.332	18.012	22.832	12.964	13.959	19.156	10.235	28.901	30.615	42.655	51.293	41.693	39.102	35.311	51.844	48.979	34.896
ENSMUSG00000000693	N/A	149.78	138.87	143.82	153.27	103.33	121.01	140.01	156.01	210.72	123.74	132.12	144.33	118.49	107.98	110.19	95.583	134.34	88.606	92.916	151.21
ENSMUSG00000000706	N/A	2.4454	3.2296	1.02	3.7688	2.8439	2.2832	0	0	1.1973	1.8608	4.1287	1.0934	1.1849	1.3498	0	0	0.76764	2.8278	0.72028	2.5849
ENSMUSG00000000708	N/A	515.97	737.15	627.82	611.81	701.5	595.91	660.31	622.41	524.41	691.3	554.62	741.32	681.3	664.11	990.21	673.42	524.3	705.08	732.53	1013.3
ENSMUSG00000000711	N/A	6628.2	6758.7	7245.1	7040.2	7064.3	6774.2	6848.5	7180.7	6955	7138.1	6940.3	7091.7	7292.8	7085.2	7101.2	7054.3	6826.6	7201.6	7295.7	6924.8
ENSMUSG00000000724	N/A	1.2227	0.8074	1.02	2.5125	1.896	1.1416	0	0.82112	3.5918	0.93041	1.3762	2.1868	1.1849	0	2.9781	1.4482	1.5353	0	1.4406	2.5849
ENSMUSG00000000730	N/A	1.2227	6.4592	4.08	1.2563	1.896	10.274	8.6428	4.1056	5.9864	4.6521	8.2573	7.6537	7.1092	2.6996	5.9562	13.034	1.5353	6.5983	0	10.339
ENSMUSG00000000731	N/A	4.2794	4.8444	4.08	7.5376	0.94798	5.708	1.7286	6.569	4.7891	3.7217	0	3.2802	7.1092	8.0989	7.4452	1.4482	2.3029	7.5409	3.6014	5.1697
ENSMUSG00000000732	N/A	83.754	87.199	73.951	87.939	91.954	74.203	89.885	85.397	85.007	83.737	67.435	64.51	73.461	82.339	71.474	68.067	72.158	70.696	74.189	94.347
ENSMUSG00000000738	N/A	2229.6	2118.6	1916.6	2012.6	2110.2	1904.2	1847	1876.3	2144.3	1935.3	1921.2	2074.2	1908.8	2001.8	1898.5	2037.7	2100.3	1932.4	2003.1	1865
ENSMUSG00000000739	N/A	19.563	22.607	22.44	27.638	43.607	23.973	27.657	22.17	31.129	32.564	13.762	21.868	20.143	21.597	25.314	20.275	20.726	25.451	23.769	28.433
ENSMUSG00000000740	N/A	5278.3	4488.3	5326.5	3580.4	3701.9	4645.1	4942.8	5610.7	4115	3425.8	4724.6	4403.1	5433.8	3999.5	2538.8	5073.1	4536.7	4595.3	5085.2	3419.8
ENSMUSG00000000743	N/A	3786.7	3089.1	3118.2	3190.9	2930.2	3591.4	2940.3	3106.3	3250.6	2745.6	3521.7	3156.6	2910	3066.8	3058.5	3648.1	3656.3	3208.7	3041.7	2990.7
ENSMUSG00000000751	N/A	1422.6	1484	1518.8	1394.5	1345.2	1453.2	1473.6	1485.4	1396	1435.6	1462.9	1361.3	1542.7	1387.6	1374.4	1494.6	1453.1	1362.1	1427.6	1138.6
ENSMUSG00000000753	N/A	184.63	360.91	229.5	340.45	317.57	254.57	324.1	270.15	329.25	303.31	266.99	264.6	280.81	282.11	279.94	128.89	214.94	384.59	247.06	376.1
ENSMUSG00000000759	N/A	1911.1	1784.3	1931.4	1702.3	1932.9	1784.3	1899.7	1889.4	1803.1	1799.4	1787.7	1875.2	2034.4	1881.6	1824.1	1829.1	1797.8	1833.4	1809.3	1923.1
ENSMUSG00000000766	N/A	15.284	8.8814	8.6701	5.0251	6.6359	15.982	9.507	13.959	10.775	8.3737	8.2573	6.5603	4.7394	2.6996	16.379	21.723	3.0706	5.6557	10.084	11.632
ENSMUSG00000000776	N/A	624.18	724.23	700.75	726.13	736.58	671.26	687.1	728.34	751.89	778.76	631.68	735.85	651.67	735.65	690.91	695.15	629.46	756.92	736.85	638.46
ENSMUSG00000000782	N/A	122.88	129.99	147.9	133.17	144.09	129	136.56	175.72	142.48	126.54	88.078	130.11	117.3	118.78	150.39	86.893	115.15	118.77	124.61	135.71
ENSMUSG00000000787	N/A	8695.2	8293.6	9083.7	9339.1	8899.6	8302.8	9418	9084.1	8894.6	10422	8650.9	8884.9	8914.9	8567.3	9171	8376.5	8509.3	8384.6	9546.6	9437.3
ENSMUSG00000000791	N/A	4.2794	0	3.57	6.2814	5.6879	0	6.9142	0	7.1837	0	0	0	28.437	8.0989	0	10.138	31.473	26.393	28.091	10.339
ENSMUSG00000000792	N/A	644.97	590.21	702.28	668.34	687.28	670.11	587.71	703.7	748.3	754.56	723.89	510.61	656.41	512.93	476.49	637.22	719.28	605.16	708.76	541.53
ENSMUSG00000000794	N/A	844.27	892.17	681.88	738.69	968.83	707.79	904.03	693.85	666.88	946.23	663.34	1015.8	686.03	606.07	973.83	758.87	599.53	752.21	810.32	793.55
ENSMUSG00000000804	N/A	7081.8	6835.4	6671.4	6836.6	7117.4	6181.7	7546	6770.2	6071.4	7295.4	7997.2	7532.4	8025.1	6907	8615.6	7504.7	6924.1	8081.1	8263.1	7397.9
ENSMUSG00000000805	N/A	1150.6	1421	1258.7	1452.3	1266.5	1352.8	1197	1147.1	1247.6	1327.7	1286.8	1095.6	1240.5	1510.4	1292.5	1238.2	1323.4	1364.9	1187.7	1412.6
ENSMUSG00000000811	N/A	232.31	247.06	224.4	239.95	220.88	229.46	208.29	208.57	259.81	227.02	145.88	119.18	167.07	186.27	96.787	112.96	128.2	138.56	161.34	149.92
ENSMUSG00000000817	N/A	4.2794	4.037	4.08	3.7688	5.6879	5.708	2.5928	3.2845	4.7891	13.026	5.5049	4.3736	8.294	16.198	4.4671	4.3447	5.3735	2.8278	6.4825	1.2924
ENSMUSG00000000823	N/A	4234.2	3695.5	4290.7	4268.8	3810.9	4578.9	3992.1	3824.8	4142.6	3783.1	3799.7	3352.3	3684.9	3953.6	3758.3	3293.3	4004.8	3404.7	3975.9	3680.8
ENSMUSG00000000826	N/A	16649	15681	16338	14589	15003	16550	15726	15744	14940	15057	17823	15280	15507	14837	14995	16892	16778	16014	16273	14299
ENSMUSG00000000827	N/A	1771.7	1840.1	1861.5	1786.4	1971.8	1861.9	1822.8	1940.3	1877.3	1881.3	1714.8	1955	1720.4	1738.6	2047.4	1735	1638.1	1929.5	1836	1844.3
