Name	Log2ratio_Log10fdr
Isy1	-0.184736397
Rbck1	-0.184914448
Pms2	-0.185074054
Selenon	-0.185203827
Rtca	-0.185248763
Atp1a1	-0.185355082
Ppp1r21	-0.185459981
Meis3	-0.185947336
Sephs2	-0.185984986
Foxl2	-0.186052621
Spsb2	-0.186134576
Gm17396	-0.186201681
Sh3rf1	-0.186284997
Hif1a	-0.186724248
Entpd2	-0.187443612
Ppef1	-0.187597281
Cabin1	-0.187631031
Vasp	-0.187704926
Rcor2	-0.187705246
Gcnt1	-0.187841847
Kdm1a	-0.187860007
Pcsk7	-0.188052442
Zfp647	-0.188055293
1700007P06Rik	-0.188103672
Pyroxd2	-0.188262337
Trappc1	-0.1882671
Gm10282	-0.188625317
Tbc1d25	-0.188808494
Magel2	-0.188845843
Ankrd34a	-0.188849514
Aox1	-0.188973447
9330159M07Rik	-0.189176373
Cdca4	-0.189204283
Sox18	-0.189813761
Mag	-0.189830398
1700065D16Rik	-0.189857586
Aprt	-0.189882526
Nubp2	-0.190023223
Cox6b2	-0.190183068
Ccr9	-0.190218643
Psmb6	-0.190361003
Hmox2	-0.190550999
Nupl2	-0.190579489
8430429K09Rik	-0.190789102
Eif2ak4	-0.190975239
Tlr2	-0.191505615
Bcan	-0.191613558
Iars2	-0.191679272
Med27	-0.19185278
Qsox2	-0.191945749
Kat6b	-0.192028872
Borcs5	-0.192387676
Afap1	-0.192587945
Rom1	-0.192601989
Exoc1	-0.19282961
Nrap	-0.192871185
Phf12	-0.193095242
Stard10	-0.19334321
Dhcr7	-0.193713668
Nme7	-0.193774009
Cpne5	-0.193781602
Cela1	-0.193913873
Prkaca	-0.194155027
Selenbp1	-0.194203392
Tjp2	-0.194825126
Nat8l	-0.194941482
Rcor3	-0.194962259
Trim45	-0.195030535
Mtch1	-0.195214369
Churc1	-0.195245839
Gm27021	-0.195300941
Rpl3	-0.195322549
Tlcd1	-0.195437246
Mpp3	-0.195481639
Kank4	-0.195588928
Rad18	-0.195634341
Sfxn5	-0.196046664
Chil1	-0.196140083
Rtkn	-0.196320338
A930003A15Rik	-0.19633853
Gm26671	-0.196557262
Efna3	-0.196613392
Dusp28	-0.19663822
Szt2	-0.196645959
Lrrc41	-0.196660676
Lta	-0.196702436
Car2	-0.19692865
F12	-0.196932755
Arhgap36	-0.197034169
Bicc1	-0.197496971
Mmp19	-0.197501794
Gm14634	-0.197709633
Pld3	-0.197761659
Gm8369	-0.19795246
Pmfbp1	-0.198043863
Cyp46a1	-0.198129079
Fam210b	-0.198167013
Prdm4	-0.198339008
Ttll1	-0.198354327
Nppc	-0.198366802
Smc2os	-0.198373467
Atp6v1g2	-0.198412611
Shf	-0.198420898
Sigirr	-0.198466263
Tmprss4	-0.199012071
Rab11b	-0.199460589
Snx18	-0.19949814
Slc48a1	-0.199553759
Gpr151	-0.19970982
Tonsl	-0.200005655
Susd2	-0.200038212
Myom2	-0.200337974
Col17a1	-0.20049827
Adgre1	-0.200566292
Mrgpre	-0.201044025
Ccn3	-0.201152127
Angptl6	-0.201179773
Slc25a26	-0.201458322
Bpgm	-0.201525548
4921507P07Rik	-0.201787557
Irf1	-0.201992131
Clba1	-0.202095666
A930012L18Rik	-0.202142512
Gnl1	-0.202386291
Cd48	-0.203040061
Stx17	-0.203489115
Pstpip2	-0.203513501
Nubpl	-0.20352905
Klrg1	-0.203588123
Fam219b	-0.203810147
Pigx	-0.203833765
Nup88	-0.204371908
Dlx2	-0.204507181
Gm2464	-0.204574695
Treml1	-0.204601745
CK137956	-0.205123911
Sst	-0.205406436
Zfp280c	-0.205433335
Klhdc4	-0.205563751
Cecr2	-0.205581748
Agt	-0.205586043
Clec1a	-0.205594738
2510002D24Rik	-0.205641622
Hnrnpl	-0.205843119
Slc22a21	-0.206005162
Nfatc3	-0.206035304
As3mt	-0.206117532
Hpcal1	-0.206214349
Cadm3	-0.20633513
Mea1	-0.206648641
Aacs	-0.206699146
Tom1l1	-0.206711692
Fam89a	-0.206790223
Sgk2	-0.206919567
Syt5	-0.206935354
Lypd6b	-0.207015204
Tmem186	-0.207025018
Pelp1	-0.20715055
Gab2	-0.207278254
Fus	-0.207391385
Rgs10	-0.207395774
Ranbp3l	-0.207536351
Coa8	-0.207913007
Tgif2	-0.207941832
Ybx2	-0.208027331
Lmf2	-0.20803153
1810058I24Rik	-0.208163979
Pax5	-0.208803821
Apmap	-0.2088827
Lama5	-0.208909239
Kcnc4	-0.208966145
Ptger2	-0.209030755
Kazald1	-0.209179236
Slc6a15	-0.209256766
Lingo2	-0.209338114
Cenpx	-0.209372348
Antkmt	-0.209676971
Atp2a1	-0.210078308
Prmt7	-0.210908584
Prpf40b	-0.211013177
Trex1	-0.211785102
4930520O04Rik	-0.211909926
Abcc1	-0.212009955
Cd72	-0.212013468
Uvssa	-0.212465607
Pdgfa	-0.212678493
B3galt6	-0.212779174
Dgat2	-0.212882438
Mog	-0.213051363
Zfp459	-0.213114358
Arhgap30	-0.213265735
Top1mt	-0.213351003
Zfp316	-0.213440897
Lhpp	-0.2139978
2410006H16Rik	-0.214291318
Mpdu1	-0.214363679
Gm28893	-0.214799044
AW551984	-0.214845819
Pheta2	-0.214909604
Gm10863	-0.215017996
Phlpp1	-0.215143279
Lrrc46	-0.215385975
Gm3173	-0.215733326
Fhl1	-0.215755818
Paox	-0.216118742
Trpv2	-0.216220757
Adck2	-0.216300546
Atp12a	-0.216473974
H2-Eb1	-0.216508331
Acads	-0.216606189
Cacng3	-0.216774358
Bex4	-0.216816783
Cptp	-0.216970554
Slc25a45	-0.217050648
Mas1	-0.217055623
Agrn	-0.217145299
Jph2	-0.21735368
Kcnj9	-0.217573366
Aoc3	-0.218011669
1700019N19Rik	-0.218074058
Ptprm	-0.218153358
Smyd3	-0.218170754
Cited4	-0.218540223
1600010M07Rik	-0.218788704
Nhlrc4	-0.219126056
Polr3h	-0.22032769
Qpctl	-0.220715355
Snhg20	-0.220765816
Grik1	-0.220898155
Acta1	-0.22118601
Nav1	-0.221355926
Diras1	-0.221636468
Hook2	-0.221764832
Col6a1	-0.22179508
Sf3b5	-0.221913225
Proca1	-0.222060496
Osbp	-0.222126344
Gm4804	-0.22215389
Krt19	-0.2222888
Isoc2b	-0.222743979
Adam23	-0.222778821
Rnaseh2b	-0.22291353
Afap1l1	-0.223390122
Kiz	-0.223587761
Nfyb	-0.223625014
Fntb	-0.223668619
Zfp750	-0.223731721
Themis2	-0.224075074
Pdlim3	-0.224217961
Bri3	-0.224279887
Scn1b	-0.224288504
Pdlim7	-0.224434589
Apol7e	-0.224882523
Snrnp25	-0.224966651
Ccdc14	-0.225031425
Ncln	-0.225597102
Crip1	-0.22594731
Syde1	-0.22597363
Tceal1	-0.226144101
Lrig1	-0.22632307
Slc23a4	-0.22649726
Mfap2	-0.226781263
Ctnnbip1	-0.226800819
Fbxl7	-0.226843595
Psme2	-0.22709899
Klhl30	-0.227135951
Cacna1b	-0.227235391
Rgn	-0.22738639
Aadat	-0.227843029
Ifitm1	-0.227921826
BC029722	-0.228145106
Llgl2	-0.228269043
Alpk3	-0.228512069
Nudcd3	-0.228857892
Nmral1	-0.229039273
Ccdc102a	-0.229051787
Mfap4	-0.229349557
Cmtr1	-0.229479661
Fis1	-0.229716919
Cyyr1	-0.229751745
Kash5	-0.230081152
1110059E24Rik	-0.230527807
Fam117a	-0.23054197
Ascl2	-0.230718138
Gm33933	-0.231399468
Ccdc114	-0.231406381
Sun2	-0.231520723
Gm14113	-0.231592927
Mms19	-0.231620617
Scarf2	-0.231669543
Zfp574	-0.231672445
Insl3	-0.23193544
Arhgap15	-0.232148819
Mef2c	-0.232179836
B9d1	-0.232202017
Abcg4	-0.232294066
Akt2	-0.232353641
Zfp648	-0.232443475
Fnip2	-0.232472328
Asns	-0.232577314
Larp6	-0.232902221
Nrp2	-0.233100364
Ctsz	-0.233130337
Zbtb8a	-0.233340026
Spaca6	-0.233840562
Trim7	-0.233891511
Mtmr7	-0.23407096
Tmem106c	-0.234107451
1810010H24Rik	-0.234126345
Tle1	-0.234319506
Lpcat1	-0.234326885
Lgals8	-0.234373543
Ino80c	-0.234482484
Ap1m2	-0.234537688
Fbxl2	-0.234896756
Slc13a4	-0.23510215
Naa38	-0.235267079
Setdb2	-0.235322129
Fbxl16	-0.23540466
Cd44	-0.235688912
Arnt2	-0.2358525
Grtp1	-0.235865736
H2-M6-ps	-0.23587302
Dusp26	-0.235938512
2300009A05Rik	-0.236200601
Leng9	-0.236318733
Micos13	-0.236782988
Slc8a3	-0.236786953
Kcnmb4os1	-0.236839852
Lactbl1	-0.236858714
Dlx6	-0.237019785
Gm17634	-0.237152521
Ppm1k	-0.2372263
Pheta1	-0.237644255
Idh1	-0.237862298
Denr	-0.238067405
Gm10275	-0.238067777
A830019P07Rik	-0.238292474
Coro1a	-0.238506323
Hnrnpdl	-0.23855413
Angpt1	-0.239244359
Rcc1l	-0.239369887
Bbox1	-0.239468358
Pgap4	-0.239666205
Kcne1l	-0.239667223
Ppp1r3f	-0.239722496
Cpxm2	-0.239804956
Mdp1	-0.240305875
Dach1	-0.240366804
Tmem97	-0.24068345
Ext1	-0.2409117
Ssr4	-0.240955861
Morn4	-0.240957096
Pdzd11	-0.241561534
Mkln1os	-0.241656768
Sphk2	-0.242174377
6230400D17Rik	-0.2424458
Herc6	-0.24255094
Efcab6	-0.243101251
Zmat1	-0.243245946
Tex9	-0.243288445
Rbm46	-0.243314048
Mpc1	-0.243650225
Adprhl2	-0.243757146
Fam47e	-0.243814585
Keap1	-0.24403182
Cc2d2a	-0.244097961
Catsper3	-0.244162285
Ctdsp1	-0.244254577
Psmb10	-0.244748543
Helb	-0.244819358
Tha1	-0.245049289
Synpo2l	-0.245494219
Axin2	-0.24553332
Gm19705	-0.245944115
Mepce	-0.246054472
Ubxn1	-0.246298733
Slc25a11	-0.246347318
Sp140	-0.246367545
Impa2	-0.246386703
Lrfn5	-0.246494343
Doc2a	-0.24653167
Tead3	-0.246851286
Gm10710	-0.247262284
Erlin2	-0.247399071
Lyz2	-0.247454838
Ccdc122	-0.247609365
Dpysl3	-0.24774745
Nsdhl	-0.247893167
Spata3	-0.248263193
Rasgrp3	-0.248435176
Tgfb1i1	-0.24868151
Ppp2r2d	-0.248901392
Dmwd	-0.249133634
Nudt14	-0.249179869
Mansc4	-0.24928381
Nop14	-0.249297044
Pcnx2	-0.249312148
Ctso	-0.249390329
Fam135a	-0.249503251
Cacna2d4	-0.249774579
Gm8624	-0.25000313
Tecpr2	-0.250262456
Msmo1	-0.250298303
Cox6a1	-0.250429399
Ndufa11	-0.250498086
Cgnl1	-0.250863389
1110015O18Rik	-0.25100776
Mpeg1	-0.251076869
Whamm	-0.251235853
Akr1b8	-0.251299555
Cer1	-0.251559854
Xpc	-0.251739903
Dgcr6	-0.251769768
Kbtbd3	-0.251972847
Ube2m	-0.252099955
Aarsd1	-0.252185531
Emilin3	-0.252186269
Dnah7c	-0.252261791
Rxfp2	-0.252494675
Prkra	-0.25268775
Hk3	-0.252804884
Cfap20	-0.253074111
Hdgfl2	-0.253233321
Tbx1	-0.253384339
Plpp2	-0.253567958
Calr4	-0.253766244
Espn	-0.25394801
Parvg	-0.25405873
Tmem192	-0.254395178
Trim25	-0.254475263
Ppan	-0.254720332
Lilrb4a	-0.254857193
Myo1f	-0.255184382
Fam214b	-0.255348694
Gpr37l1	-0.255397775
Stn1	-0.255497608
Gpr135	-0.255784007
Cfap65	-0.256066443
Col6a2	-0.257034964
Gdf10	-0.257035844
2610316D01Rik	-0.257100332
Dtx1	-0.257500435
Xab2	-0.257593565
Pfn4	-0.257611961
Gm6345	-0.257893441
Pusl1	-0.257922591
Rassf9	-0.258001142
Inafm1	-0.258006563
Zfp787	-0.258704249
Tmc8	-0.25902112
Nudt17	-0.259046361
Dnpep	-0.259063401
Srrd	-0.259197035
Cfap126	-0.259900579
Smarcd1	-0.260035473
Fndc4	-0.260174502
Slc45a1	-0.260190919
Arl5c	-0.260193055
C430042M11Rik	-0.260353416
Cfap221	-0.260449082
Nipal4	-0.260997539
Xkr5	-0.26106413
Trmt112	-0.261104006
Cldn34c1	-0.261347506
Iffo1	-0.261797297
Dpm3	-0.261981379
Chchd6	-0.262215953
Msl3l2	-0.262250203
Sgpl1	-0.262275781
Vnn1	-0.262343169
Cdc42bpb	-0.262409032
Plekhh1	-0.262475041
Lsp1	-0.262669741
Ercc3	-0.263570874
Cytip	-0.263689185
Snx7	-0.263758472
Plin2	-0.263877411
Susd5	-0.263896154
Fzr1	-0.264020778
Nub1	-0.264084318
Pitpnm1	-0.264162921
Mir124-2hg	-0.264246281
Arsi	-0.264479704
Ppm1m	-0.264898125
Gng13	-0.264984026
Csf2rb	-0.264986655
Gm14276	-0.265179984
Rnf145	-0.265543735
Ldb1	-0.265711115
Arsa	-0.266315989
Zfp202	-0.266334806
Ctxn1	-0.266390244
4930519F16Rik	-0.266748904
Loxl1	-0.26674979
Myoc	-0.266939214
Mreg	-0.267015521
Tedc2	-0.267114644
Dctn2	-0.267506797
Foxred1	-0.267516712
1700029J07Rik	-0.267518979
Pla2g12a	-0.267549301
Rps15	-0.267883619
Cdkn2b	-0.268078204
Tmub1	-0.268169127
Aebp1	-0.268294964
Atp7b	-0.268907338
Rab3a	-0.268922985
Gypc	-0.26931982
Axl	-0.269375286
Cyp4f13	-0.269412893
Fbxl6	-0.2695265
Shfl	-0.269579966
Clec12a	-0.269651625
Ndor1	-0.269894301
Pgls	-0.26998098
Bmp1	-0.27005407
1700086O06Rik	-0.270106725
Dhx35	-0.270393793
Kcns3	-0.270690699
Bloc1s1	-0.270697201
Lmntd1	-0.271212255
Myadml2	-0.271295628
Wdr17	-0.271754165
4933433G15Rik	-0.271991588
5730409E04Rik	-0.272096967
Il1bos	-0.272432818
D030040B21Rik	-0.272480877
Tedc1	-0.272629794
Klhdc8b	-0.272987043
Rpl29	-0.273109957
Psma8	-0.273175771
Trdmt1	-0.273257424
Rgs14	-0.273307911
Shpk	-0.273331553
2210016F16Rik	-0.273358789
Glod4	-0.27352266
Pgd	-0.273598799
Fam228b	-0.273670401
Pwwp3a	-0.273781239
Zfp697	-0.273909642
LOC100041504	-0.274098792
Il1b	-0.27442485
Tmem218	-0.274654312
Mrpl52	-0.274866711
Ssu72	-0.275245302
Slc6a9	-0.275264089
Slc9a8	-0.275355319
Mboat4	-0.275481498
Surf1	-0.275507403
Ess2	-0.276221377
Myh15	-0.276324152
Arhgap22	-0.276510992
Tmem94	-0.276583233
Hinfp	-0.277038857
Rars2	-0.27711344
Kcp	-0.277360596
Gm4925	-0.277772861
Kifc3	-0.277785732
Zmynd10	-0.278072212
Gapdh	-0.278178866
Vstm2l	-0.27818747
Tcf3	-0.278366101
Exoc3l2	-0.27849527
9930012K11Rik	-0.278525734
Gas6	-0.279028701
Tnfrsf13b	-0.279727204
Sall1	-0.280087199
Ivd	-0.280493846
Srrm4	-0.2806236
Zic1	-0.280812384
Mrpl2	-0.280936902
Golga2	-0.281059151
D830030K20Rik	-0.281326714
Gipr	-0.281563341
Gsto2	-0.281714548
Gm15612	-0.28220258
Oacyl	-0.2825149
Wsb1	-0.2826574
Klc2	-0.28329514
Gm11266	-0.283535868
Crip2	-0.283981315
Fkbp1b	-0.284446881
Itpr3	-0.285032182
Gsr	-0.285208715
Stard4	-0.285253809
Eif2d	-0.285523766
Otop2	-0.285740711
Hopx	-0.285761902
Borcs7	-0.285876165
Tut4	-0.285973663
Ctsf	-0.286045192
Atg9b	-0.286622023
Skap2	-0.286858471
Smpd5	-0.287522438
Rps18-ps4	-0.287828125
Pkn1	-0.287829295
Arfgap1	-0.287835476
Esr2	-0.288031824
Mrpl14	-0.288184794
Tmem132d	-0.288271126
Cass4	-0.288330518
Acaa2	-0.288876861
Pfdn5	-0.289602962
Slc24a1	-0.28965262
Egfl7	-0.289709196
Dnm1	-0.289744205
Tmsb15b1	-0.289820603
Slc7a10	-0.290293437
Tnrc6c	-0.290395286
Wasf1	-0.290462588
Snx8	-0.291044818
Eml3	-0.291467692
Ppp5c	-0.292132081
Tgtp1	-0.292425395
Pacrg	-0.292530135
Apol8	-0.292546219
Gtpbp3	-0.292557518
Sox3	-0.293255557
Efnb3	-0.293331467
Snhg15	-0.293569734
Epb41l4a	-0.293934524
Mrpl58	-0.294232155
Xrcc6	-0.294450133
Gm11733	-0.294664457
Adgrg6	-0.294697943
Crmp1	-0.294828682
Tspan15	-0.29484522
Kif9	-0.294867369
Napa	-0.294922399
Gpr137	-0.295654227
Ankrd16	-0.295697872
Txnl4a	-0.29678483
Il3ra	-0.297505314
Kcnh2	-0.297574932
Thbs2	-0.297857082
4931429L15Rik	-0.29808966
Fancg	-0.298340336
Trim6	-0.29840586
Kcnq1	-0.298452516
Ercc2	-0.298458875
Txnl4b	-0.298497744
Nusap1	-0.298596553
Trmt61a	-0.299048183
Coq4	-0.299452394
Rtn4r	-0.299993068
A930005H10Rik	-0.300084562
Cadm4	-0.300092053
Tmem63b	-0.30012927
Ahcy	-0.300510481
Usp28	-0.300924522
Pex14	-0.30097611
Hcn4	-0.301589829
Ndufa4l2	-0.301741106
Gng11	-0.301763959
Gm12522	-0.301769544
Erf	-0.302092833
Prr16	-0.302915595
Gm3739	-0.303708477
Dnase2a	-0.303882469
Chrnb4	-0.304052935
Gm3756	-0.304202488
Dpys	-0.304428548
2310069G16Rik	-0.304682629
Ager	-0.305013227
Ncaph	-0.305141136
Babam1	-0.305246691
Asl	-0.30553468
Trf	-0.306157577
Srd5a1	-0.306326982
Grin1os	-0.306654996
Plcxd1	-0.30686611
Pole	-0.307083493
Rsph3b	-0.307142024
Dok7	-0.307902533
Theg	-0.30894672
Arv1	-0.309576469
Trim5	-0.309892938
Slc28a3	-0.310430433
Rbms1	-0.311107247
Tmem240	-0.311322048
Uggt2	-0.31154228
Mcm2	-0.311751938
Stx1a	-0.311752857
Gm9767	-0.311870783
Zfp777	-0.311923391
Mdh1b	-0.31196512
H2-Q10	-0.312682037
Gna14	-0.313690363
Slc25a21	-0.314389491
Gm3604	-0.314566833
Myt1	-0.314821781
Smim10l2a	-0.315722954
BC106179	-0.316011673
Exoc7	-0.316019135
Hcls1	-0.316304375
Gsto1	-0.316736278
Galnt4	-0.316946582
Sfmbt2	-0.317361863
Psen2	-0.317506333
Fam32a	-0.317648053
Rbm20	-0.318073664
Gm13710	-0.318147249
Cerkl	-0.318257312
Tnxb	-0.318267313
AW549542	-0.318272896
Lin7b	-0.318320491
Stoml1	-0.318336663
F630028O10Rik	-0.31923648
Btbd6	-0.319251844
Armcx2	-0.319483912
Mad1l1	-0.320274535
9130023H24Rik	-0.320678069
Usp30	-0.320712942
Lamtor2	-0.320791016
Qsox1	-0.321204418
Vax1	-0.321263215
Cd36	-0.321717389
Prr18	-0.322504315
Glb1	-0.322688091
Pcdhac2	-0.323291676
Fbxo9	-0.324155838
Armc7	-0.324185895
Nkx6-2	-0.324483691
Ntng2	-0.324993662
Col5a2	-0.325196476
Gbp11	-0.325218691
Pnpla1	-0.325478994
Ly6g6d	-0.326328057
Nfe2l3	-0.326507478
Tnnt1	-0.327010448
Slx1b	-0.327090813
Aanat	-0.327629988
Gpx4	-0.327845369
Tbl1xr1	-0.328443843
P2ry12	-0.328464621
Tmem88	-0.328849377
Ntng1	-0.32909689
Rpl10a	-0.329271108
Guf1	-0.329525184
Gm2237	-0.329738214
Cic	-0.329914507
Tmtc2	-0.330000088
Sfrp1	-0.330188305
Ly86	-0.330488591
Pnkp	-0.330538901
Siglech	-0.330608169
Tnfsfm13	-0.33072212
Slc8b1	-0.330842202
Slc27a6	-0.330879548
Cep128	-0.331004421
Wipi1	-0.33111672
4930506C21Rik	-0.331534787
Nfu1	-0.331947386
Letm2	-0.331967582
Ntpcr	-0.332022682
Itga3	-0.332168765
Slc35f4	-0.332275209
Trpv3	-0.332670423
Fem1c	-0.332689345
9130024F11Rik	-0.332786875
Cspg5	-0.333227521
Eqtn	-0.333318652
Tspan18	-0.333544911
Unk	-0.333722825
Gm13031	-0.334196665
Actr5	-0.334513552
Fgf22	-0.334625367
Hfm1	-0.334809636
Bfsp1	-0.335156936
Nup188	-0.335362638
9130213A22Rik	-0.335562155
Dock7	-0.335791097
Lxn	-0.335824111
Gm7336	-0.336497277
Gm7745	-0.33686237
Gdf11	-0.337209647
Gm2541	-0.337239059
Pdzrn4	-0.337322021
Crppa	-0.337434984
Card19	-0.337993846
Mettl26	-0.339073206
Ncapd2	-0.340244041
Ahnak2	-0.340295753
1110004F10Rik	-0.340874106
Gmnc	-0.34117919
Zeb2os	-0.341286324
5033403F01Rik	-0.341296805
Nphp3	-0.341304965
Atpif1	-0.341378746
Insm2	-0.341760309
9430060I03Rik	-0.341995868
Gm10163	-0.34203855
Tctex1d2	-0.342829591
Sp110	-0.342887619
Amer3	-0.342976242
Cmc1	-0.34322899
Armc8	-0.343381122
Tnfrsf14	-0.343453566
Mmp11	-0.343458973
Klhl23	-0.343537192
Dock2	-0.344045425
Sema6c	-0.344200458
Zfpl1	-0.344607051
Fam241a	-0.34460779
B4galt2	-0.344754103
Dpy19l1	-0.345676457
Srpx2	-0.345939717
Sirt5	-0.346511906
Tada3	-0.347905047
Tctn1	-0.347905211
Bex1	-0.347919686
Lss	-0.348126847
Kcnj4	-0.348299599
Dnajc30	-0.348404301
Tgfbr3l	-0.348526194
Wiz	-0.348535439
Lrsam1	-0.349306994
Tvp23a	-0.349564065
B230217C12Rik	-0.350045332
Tmem220	-0.350272295
Pradc1	-0.35050448
Bex3	-0.350926693
Rgl2	-0.351041086
Bard1	-0.351150185
Asap1	-0.351365059
Tox3	-0.352632525
Atf7ip	-0.352923293
Actg1	-0.353020528
Smim12	-0.353067728
AU040320	-0.35321312
Dclk2	-0.353299133
Dcaf7	-0.354037764
Wdr34	-0.35509299
Nxph1	-0.355302098
Arl2bp	-0.355381866
Tmem40	-0.356136211
Rhbdl1	-0.356232113
Gm17039	-0.356367195
Pxmp4	-0.356378701
Apobec1	-0.356772166
Adamts12	-0.357118337
Mtarc2	-0.357734967
Cox6a2	-0.358169751
D11Wsu47e	-0.358261954
A930004D18Rik	-0.358327171
Bcl3	-0.35850769
Ifitm3	-0.358513275
Pcx	-0.358858094
Gm2694	-0.358941609
Asb5	-0.359120554
Ccl17	-0.359290354
Ltbp3	-0.359305266
M5C1000I18Rik	-0.359536066
Armc3	-0.359623531
Sgsh	-0.36010109
Itga2b	-0.36010709
Fa2h	-0.360137747
Gpr137c	-0.360267576
Slit2	-0.361172194
Efna1	-0.36129858
Rasal1	-0.361626118
Sfrp5	-0.361825214
Vegfc	-0.3620512
Atg4a	-0.362731863
Il17re	-0.362745077
Lurap1	-0.363302592
Mrpl55	-0.363703302
Fbxl21	-0.363768259
Gm10036	-0.363916593
Pold4	-0.364080106
Gm10406	-0.364188214
Lpcat2	-0.364518611
Dhrs1	-0.364636125
Pofut1	-0.365140759
Akip1	-0.365754882
Rab20	-0.366307935
Txnrd2	-0.366649972
Pigt	-0.366861476
Srp14	-0.367209846
Kcnd1	-0.367530992
Garem2	-0.367599952
Sncb	-0.368123501
1700007L15Rik	-0.368311631
Arf5	-0.368537037
Chpf2	-0.368659987
Pard6g	-0.368950784
Gm7160	-0.369124586
9430038I01Rik	-0.369599599
Timm44	-0.370261797
Calb1	-0.370261823
Btf3l4	-0.370722603
Rab33a	-0.370792759
Vps16	-0.370920806
Pax6	-0.371310281
Maco1	-0.37159702
Sned1	-0.37167905
Chrna7	-0.372095905
Cenpw	-0.372224162
Kif7	-0.372566586
Qars	-0.372696214
Dipk2a	-0.372982377
Hdac6	-0.373169481
Agmat	-0.373296974
Phf11b	-0.37338447
1110020A21Rik	-0.373509337
Ube2l6	-0.373567612
0610040F04Rik	-0.373693023
Eps15l1	-0.374767358
Msi1	-0.374851002
Tmem79	-0.374891262
Zfp408	-0.375654949
Dipk1c	-0.375684097
Plppr3	-0.375793364
Efcc1	-0.375805118
Zfp521	-0.376114246
Col11a2	-0.376127138
Shisa5	-0.376795619
Mgmt	-0.377055582
Aatf	-0.377420777
Itgax	-0.378081479
Cd46	-0.378212414
Rab4a	-0.378448993
Rhcg	-0.379462405
Gm10785	-0.379536069
Il17rc	-0.380054225
Galt	-0.380232568
Fkbp10	-0.380334793
Lpar4	-0.380429448
Gm10284	-0.380738491
Zfp385c	-0.381025705
Zfp637	-0.381185967
Sox7	-0.381271822
Uap1l1	-0.381381037
Wrn	-0.381886417
Rpl7a	-0.382509143
Slitrk2	-0.382949254
Arhgef26	-0.38301985
Cd276	-0.383194259
Pole3	-0.383961783
Fam136a	-0.384503993
Adamts3	-0.384566557
Abcb1b	-0.38483326
Tfe3	-0.38519501
Thap3	-0.385355509
Aqp1	-0.386002392
Slc6a11	-0.386590024
Smarcb1	-0.386784222
Stk32b	-0.387514867
Kbtbd13	-0.387947335
Abhd11	-0.388586971
Shisa3	-0.388744689
H2-Ob	-0.388762389
Sema6b	-0.388776969
4933421O10Rik	-0.389008686
Fhl4	-0.389273715
Pcsk5	-0.390465125
Bst2	-0.390564734
Vps25	-0.390651909
Mfsd13a	-0.391773106
Zbtb25	-0.392254337
Gm25117	-0.392579182
St6gal2	-0.392737494
Klhl40	-0.392933762
Etv1	-0.393374527
Ttc34	-0.393572437
S1pr5	-0.393590739
Def6	-0.393799916
0610009E02Rik	-0.393961334
Tcerg1	-0.394306871
Tac2	-0.394604732
Kctd18	-0.395275696
Myod1	-0.395425999
Apoa1	-0.396337715
Fbrs	-0.396594843
2410137M14Rik	-0.396756074
Setd6	-0.396846102
Smg9	-0.396942814
Ghr	-0.397004684
2310040G24Rik	-0.397139789
Ass1	-0.397336518
Samd11	-0.39759658
Gm6117	-0.398292676
Kank2	-0.398344429
Lemd2	-0.399155915
Cfap52	-0.39932457
Snx32	-0.399443188
Amy2a4	-0.399585698
Neil2	-0.399665381
Scx	-0.399791674
Smad9	-0.400136896
Kcnd3os	-0.400499809
Slc52a2	-0.400570026
Hcfc1r1	-0.400991487
Zbtb34	-0.401754804
Zfp580	-0.402077922
Defb42	-0.402078999
2810013P06Rik	-0.402226698
Slc22a6	-0.402328681
Glis1	-0.402553004
Etaa1os	-0.403402428
Abcc8	-0.403524329
6530411M01Rik	-0.403549485
Pkdrej	-0.403672808
Ankrd44	-0.403856679
Etfbkmt	-0.404071194
Plin5	-0.405793607
Reep2	-0.406158651
Magix	-0.406166463
Zwilch	-0.406179358
Fastk	-0.406445931
Fance	-0.406626397
Fabp7	-0.407394609
B3galt4	-0.408014093
Otoa	-0.408171729
Hoga1	-0.408310446
Prr5l	-0.408617202
Sertm1	-0.408665621
Cd63	-0.408923013
Pced1b	-0.410099108
Zadh2	-0.410291811
Ppcs	-0.410505333
Oca2	-0.410595218
Tarbp2	-0.410696625
Sdc3	-0.411104796
Rad23a	-0.411361479
Cobll1	-0.411519362
Gprc5c	-0.411604372
Ahrr	-0.412623496
Ptgr2	-0.4128971
Zfand2b	-0.413175105
Mfrp	-0.413589057
Slc30a1	-0.414151661
Abcc2	-0.414636811
Zfp40	-0.414710265
Tsr2	-0.415586166
Epha7	-0.415611822
Fam229b	-0.415715971
Nfix	-0.415921714
Kcnj3	-0.416122858
Pakap	-0.416633527
Pus7l	-0.417378522
Zfp13	-0.417748218
AU021092	-0.418528099
9030612E09Rik	-0.4195618
Tspo	-0.419882678
Gm16998	-0.420341904
Msra	-0.420414069
Poc1a	-0.420517818
Sorbs2	-0.420592565
Tnfsf12	-0.420719751
Lrrtm4	-0.420831362
Emilin1	-0.421023901
Cnp	-0.421111098
Sox1ot	-0.421211466
Armc5	-0.422623917
Psme1	-0.422875551
1810044D09Rik	-0.423041962
Ankrd24	-0.423153982
Hpgds	-0.423654115
